705696747	20171110	201711	2017	2017.8493	CHN	CHINA	CHN								KOR	SOUTH KOREA	KOR								0	043	043	04	1	2.8	6	1	6	4.20168067226891	4	Great Wall, China (general), China	CH	CH00	13077	39.9667	119.8	-1930117	1	South Korea	KS	KS		37	127.5	KS	4	Great Wall, China (general), China	CH	CH00	13077	39.9667	119.8	-1930117	20171110141500	http://www.newsweek.com/photos-melania-trump-asia-707842
705696748	20171110	201711	2017	2017.8493	CHN	CHINA	CHN								KOR	SOUTH KOREA	KOR								0	043	043	04	1	2.8	2	1	2	4.20168067226891	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171110141500	http://www.newsweek.com/photos-melania-trump-asia-707842
705696749	20171110	201711	2017	2017.8493	CHN	CHINA	CHN								LEG	PARLIAMENT						LEG			1	042	042	04	1	1.9	5	1	5	-2.48587570621469	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Iceland	IC	IC		65	-18	IC	1	Iceland	IC	IC		65	-18	IC	20171110141500	http://www.thenational.scot/news/15652595.Alyn_Smith__Scotland_knows_that_Brexit_is_bad_news__but_Tory_nihilism_will_bring_us_disaster/
705696750	20171110	201711	2017	2017.8493	CHN	CHINA	CHN								LEG	PARLIAMENT						LEG			1	084	084	08	2	7.0	5	1	5	-2.48587570621469	1	China	CH	CH		35	105	CH	1	Hong Kong	HK	HK		22.25	114.166667	HK	1	China	CH	CH		35	105	CH	20171110141500	http://www.thenational.scot/news/15652595.Alyn_Smith__Scotland_knows_that_Brexit_is_bad_news__but_Tory_nihilism_will_bring_us_disaster/
705696751	20171110	201711	2017	2017.8493	CHN	CHINA	CHN								SAS	SOUTH ASIA	SAS								0	040	040	04	1	1.0	2	1	2	-3.09278350515464	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171110141500	http://www.canindia.com/trump-xi-to-jointly-fight-terrorism-in-south-asia-china/
705696752	20171110	201711	2017	2017.8493	CHN	CHINA	CHN								SAS	SOUTH ASIA	SAS								0	040	040	04	1	1.0	2	1	2	-3.09278350515464	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Afghanistan	AF	AF		33	66	AF	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171110141500	http://www.canindia.com/trump-xi-to-jointly-fight-terrorism-in-south-asia-china/
705696753	20171110	201711	2017	2017.8493	CHN	CHINA	CHN								SAS	SOUTH ASIA	SAS								0	046	046	04	1	7.0	2	1	2	-3.09278350515464	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171110141500	http://www.canindia.com/trump-xi-to-jointly-fight-terrorism-in-south-asia-china/
705696754	20171110	201711	2017	2017.8493	CHN	CHINA	CHN								SAS	SOUTH ASIA	SAS								0	046	046	04	1	7.0	2	1	2	-3.09278350515464	1	Afghanistan	AF	AF		33	66	AF	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Afghanistan	AF	AF		33	66	AF	20171110141500	http://www.canindia.com/trump-xi-to-jointly-fight-terrorism-in-south-asia-china/
705696755	20171110	201711	2017	2017.8493	CHN	GREAT WALL	CHN								USA	WASHINGTON	USA								1	043	043	04	1	2.8	1	1	1	0.46082949308755	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Great Wall, China (general), China	CH	CH00	13077	39.9667	119.8	-1930117	4	Great Wall, China (general), China	CH	CH00	13077	39.9667	119.8	-1930117	20171110141500	http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-11-10-AS--Trump-The%20Latest/id-625751a13316470a8b2a44c3823e9b56
705696756	20171110	201711	2017	2017.8493	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	071	071	07	2	7.4	1	1	1	2.02140309155767	4	Lianjia, Fujian, China	CH	CH07	13167	26.789	116.879	10771247	1	United States	US	US		39.828175	-98.5795	US	1	India	IN	IN		20	77	IN	20171110141500	http://naija247news.com/2017/11/10/china-hong-kong-received-dominant-share-of-global-proptech-investments-since-2013/
705696757	20171110	201711	2017	2017.8493	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	071	071	07	2	7.4	2	1	2	2.02140309155767	4	Lianjia, Fujian, China	CH	CH07	13167	26.789	116.879	10771247	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171110141500	http://naija247news.com/2017/11/10/china-hong-kong-received-dominant-share-of-global-proptech-investments-since-2013/
705696758	20171110	201711	2017	2017.8493	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	071	071	07	2	7.4	1	1	1	2.02140309155767	1	India	IN	IN		20	77	IN	1	United States	US	US		39.828175	-98.5795	US	4	Lianjia, Fujian, China	CH	CH07	13167	26.789	116.879	10771247	20171110141500	http://naija247news.com/2017/11/10/china-hong-kong-received-dominant-share-of-global-proptech-investments-since-2013/
705696759	20171110	201711	2017	2017.8493	CHNBUS	CHINA	CHN					BUS			CHN	CHINA	CHN								0	130	130	13	3	-4.4	2	1	2	-0.83682008368201	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171110141500	https://www.bloomberg.com/news/articles/2017-11-10/china-gives-trump-a-win-on-trade-trump-didn-t-even-know-it
705696760	20171110	201711	2017	2017.8493	CHNEDU	CHINA	CHN					EDU			CHN	CHINA	CHN								1	036	036	03	1	4.0	5	1	5	-0.83682008368201	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171110141500	https://www.bloomberg.com/news/articles/2017-11-10/china-gives-trump-a-win-on-trade-trump-didn-t-even-know-it
705696761	20171110	201711	2017	2017.8493	CHNELI	BEIJING	CHN					ELI			VNM	VIETNAM	VNM								1	042	042	04	1	1.9	1	1	1	2.50965250965251	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20171110141500	https://www.vosizneias.com/284431/2017/11/10/beijing-first-lady-melania-plays-tourist-as-trump-departs-beijing/
705696762	20171110	201711	2017	2017.8493	CHNGOV	CHINESE	CHN					GOV			GOV	FOREIGN OFFICE						GOV			1	040	040	04	1	1.0	3	1	3	-1.45631067961165	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Thailand	TH	TH		15	100	TH	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171110141500	http://www.scmp.com/news/hong-kong/politics/article/2119382/no-reply-yet-hong-kong-uk-activist-barred-city-british
705696763	20171110	201711	2017	2017.8493	CHNGOV	CHINA	CHN					GOV			USAGOV	THE WHITE HOUSE	USA					GOV			1	025	025	02	1	-0.3	1	1	1	1.98019801980198	1	China	CH	CH		35	105	CH	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171110141500	https://finance.yahoo.com/m/91e95cf9-656b-3f3c-b49a-67aa4d5d0503/president-trump-denies.html
705696764	20171110	201711	2017	2017.8493	CHNGOV	CHINA	CHN					GOV			USAGOV	THE WHITE HOUSE	USA					GOV			1	025	025	02	1	-0.3	1	1	1	1.98019801980198	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171110141500	https://finance.yahoo.com/m/91e95cf9-656b-3f3c-b49a-67aa4d5d0503/president-trump-denies.html
705696765	20171110	201711	2017	2017.8493	CHNGOVDEV	CARRIE LAM CHENG YUET NGOR	CHN					GOV	DEV		VNMGOV	NGUYEN XUAN PHUC	VNM					GOV			1	010	010	01	1	0.0	2	1	2	5	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	20171110141500	https://en.vietnamplus.vn/pm-nguyen-xuan-phuc-greets-hong-kong-chief/121217.vnp
705696766	20171110	201711	2017	2017.8493	CHNLEG	BEIJING	CHN					LEG													0	010	010	01	1	0.0	3	1	3	0.42253521126761	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171110141500	http://www.scmp.com/news/hong-kong/politics/article/2119389/three-hong-kong-legislators-break-pan-democrat-bloc-back
705696767	20171110	201711	2017	2017.8493	CHNLEG	BEIJING	CHN					LEG													0	051	051	05	1	3.4	6	1	6	0.42253521126761	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171110141500	http://www.scmp.com/news/hong-kong/politics/article/2119389/three-hong-kong-legislators-break-pan-democrat-bloc-back
705696768	20171110	201711	2017	2017.8493	CHR	CHRISTIAN				CHR															0	010	010	01	1	0.0	3	1	3	1.81347150259067	1	Philippines	RP	RP		13	122	RP	0								1	Cambodia	CB	CB		13	105	CB	20171110141500	https://www.indcatholicnews.com/news/33785
705696769	20171110	201711	2017	2017.8493	CHR	CHRISTIAN				CHR															1	011	011	01	1	-0.1	6	1	6	-0.601374570446739	4	Assisi, Umbria, Italy	IT	IT18	18411	43.0667	12.6167	-110824	0								4	Assisi, Umbria, Italy	IT	IT18	18411	43.0667	12.6167	-110824	20171110141500	http://www.asianews.it/news-en/Pope-says-Christians-can&rsquo
705696770	20171110	201711	2017	2017.8493	CHR	CHRISTIAN				CHR															1	011	011	01	1	-0.1	6	1	6	-0.601374570446739	4	Nettuno, Lazio, Italy	IT	IT07	18350	41.45	12.65	-123020	0								4	Nettuno, Lazio, Italy	IT	IT07	18350	41.45	12.65	-123020	20171110141500	http://www.asianews.it/news-en/Pope-says-Christians-can&rsquo
705696771	20171110	201711	2017	2017.8493	CHR	CHRISTIAN				CHR															1	011	011	01	1	-0.1	8	1	8	-0.601374570446739	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20171110141500	http://www.asianews.it/news-en/Pope-says-Christians-can&rsquo
705696772	20171110	201711	2017	2017.8493	CHR	DIOCESE				CHR															1	050	050	05	1	3.5	10	1	10	2.51572327044025	4	Cape Breton, Nova Scotia, Canada	CA	CA07	12622	45.95	-59.7833	-561613	0								4	Cape Breton, Nova Scotia, Canada	CA	CA07	12622	45.95	-59.7833	-561613	20171110141500	http://www.cbc.ca/news/canada/nova-scotia/soldiers-4-regiment-stone-church-victoria-mines-roof-1.4395822
705696773	20171110	201711	2017	2017.8493	CHR	CHRISTIAN				CHR					BGD	BANGLADESH	BGD								0	010	010	01	1	0.0	2	1	2	1.81347150259067	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20171110141500	https://www.indcatholicnews.com/news/33785
705696774	20171110	201711	2017	2017.8493	CHR	CHRISTIAN				CHR					CRM	MAFIA						CRM			1	042	042	04	1	1.9	6	1	6	-0.601374570446739	4	Nettuno, Lazio, Italy	IT	IT07	18350	41.45	12.65	-123020	4	Nettuno, Lazio, Italy	IT	IT07	18350	41.45	12.65	-123020	4	Nettuno, Lazio, Italy	IT	IT07	18350	41.45	12.65	-123020	20171110141500	http://www.asianews.it/news-en/Pope-says-Christians-can&rsquo
705696775	20171110	201711	2017	2017.8493	CHRCTH	ROMAN CATHOLIC				CHR	CTH														1	010	010	01	1	0.0	3	1	3	-6.5359477124183	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	0								3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20171110141500	https://healthjournalism.org/blog/2017/11/in-california-housing-crunch-exacts-toll-as-hepatitis-deaths-grow/
705696776	20171110	201711	2017	2017.8493	CHRCTH	CATHOLIC				CHR	CTH				BUS	COMPANY						BUS			0	090	090	09	2	-2.0	5	1	5	-1.71306209850107	4	Stanford, Leicestershire, United Kingdom	UK	UKH5	40126	52.7833	-1.18333	-2608567	4	Stanford, Leicestershire, United Kingdom	UK	UKH5	40126	52.7833	-1.18333	-2608567	4	Stanford, Leicestershire, United Kingdom	UK	UKH5	40126	52.7833	-1.18333	-2608567	20171110141500	http://mobile.wnd.com/2017/11/iltv-weekly-review-nov-10-2017/
705696777	20171110	201711	2017	2017.8493	CMR	CAMEROON	CMR																		1	010	010	01	1	0.0	2	1	2	-7.60180995475113	4	Akwaya, Sud-Ouest, Cameroon	CM	CM09	12513	6.3713	9.5355	10315837	0								4	Akwaya, Sud-Ouest, Cameroon	CM	CM09	12513	6.3713	9.5355	10315837	20171110141500	http://allafrica.com/stories/201711100727.html
705696778	20171110	201711	2017	2017.8493	CMR	CAMEROONIAN	CMR																		0	141	141	14	3	-6.5	10	1	10	-7.60180995475113	4	Bamenda, Nord-Ouest, Cameroon	CM	CM07	12495	5.95265	10.1582	-3145955	0								4	Bamenda, Nord-Ouest, Cameroon	CM	CM07	12495	5.95265	10.1582	-3145955	20171110141500	http://allafrica.com/stories/201711100727.html
705696779	20171110	201711	2017	2017.8493	CMR	CAMEROON	CMR								COP	SECURITY FORCE						COP			0	051	051	05	1	3.4	2	1	2	-7.60180995475113	4	Akwaya, Sud-Ouest, Cameroon	CM	CM09	12513	6.3713	9.5355	10315837	4	Akwaya, Sud-Ouest, Cameroon	CM	CM09	12513	6.3713	9.5355	10315837	4	Akwaya, Sud-Ouest, Cameroon	CM	CM09	12513	6.3713	9.5355	10315837	20171110141500	http://allafrica.com/stories/201711100727.html
705696780	20171110	201711	2017	2017.8493	CMR	CAMEROON	CMR								COP	SECURITY FORCE						COP			0	053	053	05	1	3.8	2	1	2	-7.60180995475113	4	Akwaya, Sud-Ouest, Cameroon	CM	CM09	12513	6.3713	9.5355	10315837	4	Akwaya, Sud-Ouest, Cameroon	CM	CM09	12513	6.3713	9.5355	10315837	4	Akwaya, Sud-Ouest, Cameroon	CM	CM09	12513	6.3713	9.5355	10315837	20171110141500	http://allafrica.com/stories/201711100727.html
705696781	20171110	201711	2017	2017.8493	CMR	CAMEROON	CMR								NGA	NIGERIAN	NGA								1	192	192	19	4	-9.5	1	1	1	-7.60180995475113	4	Akwaya, Sud-Ouest, Cameroon	CM	CM09	12513	6.3713	9.5355	10315837	5	Cross River State, Cross River, Nigeria	NI	NI22	22714	5.75	8.5	-2003914	5	Cross River State, Cross River, Nigeria	NI	NI22	22714	5.75	8.5	-2003914	20171110141500	http://allafrica.com/stories/201711100727.html
705696782	20171110	201711	2017	2017.8493	CMR	CAMEROON	CMR								NGA	NIGERIAN	NGA								1	192	192	19	4	-9.5	3	1	3	-7.60180995475113	4	Akwaya, Sud-Ouest, Cameroon	CM	CM09	12513	6.3713	9.5355	10315837	4	Akwaya, Sud-Ouest, Cameroon	CM	CM09	12513	6.3713	9.5355	10315837	4	Akwaya, Sud-Ouest, Cameroon	CM	CM09	12513	6.3713	9.5355	10315837	20171110141500	http://allafrica.com/stories/201711100727.html
705696783	20171110	201711	2017	2017.8493	CMR	CAMEROON	CMR								NGACVL	NIGERIAN	NGA					CVL			1	192	192	19	4	-9.5	6	1	6	-7.60180995475113	4	Akwaya, Sud-Ouest, Cameroon	CM	CM09	12513	6.3713	9.5355	10315837	4	Akwaya, Sud-Ouest, Cameroon	CM	CM09	12513	6.3713	9.5355	10315837	4	Akwaya, Sud-Ouest, Cameroon	CM	CM09	12513	6.3713	9.5355	10315837	20171110141500	http://allafrica.com/stories/201711100727.html
705696784	20171110	201711	2017	2017.8493	CMR	CAMEROONIAN	CMR								OPP	ACTIVIST						OPP			0	130	130	13	3	-4.4	10	1	10	-7.60180995475113	4	Akwaya, Sud-Ouest, Cameroon	CM	CM09	12513	6.3713	9.5355	10315837	4	Akwaya, Sud-Ouest, Cameroon	CM	CM09	12513	6.3713	9.5355	10315837	4	Akwaya, Sud-Ouest, Cameroon	CM	CM09	12513	6.3713	9.5355	10315837	20171110141500	http://allafrica.com/stories/201711100727.html
705696785	20171110	201711	2017	2017.8493	COD	CONGOLESE	COD																		1	046	046	04	1	7.0	10	1	10	4.13223140495868	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20171110141500	http://www.business-standard.com/article/pti-stories/eam-swaraj-holds-talks-with-congolese-counterpart-117111001208_1.html
705696786	20171110	201711	2017	2017.8493	COD	DR CONGO	COD																		1	1821	182	18	4	-9.0	5	1	5	-9.39226519337018	1	Congo	CF	CF		-1	15	CF	0								1	Congo	CF	CF		-1	15	CF	20171110141500	http://citifmonline.com/2017/11/10/dr-congos-kavumu-child-rape-trial-opens/
705696787	20171110	201711	2017	2017.8493	CODGOV	JOSEPH KABILA KABANGE	COD					GOV			COGGOV	CONGO	COG					GOV			1	010	010	01	1	0.0	2	1	2	4.13223140495868	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171110141500	http://www.business-standard.com/article/pti-stories/eam-swaraj-holds-talks-with-congolese-counterpart-117111001208_1.html
705696788	20171110	201711	2017	2017.8493	CODGOV	JOSEPH KABILA KABANGE	COD					GOV			COGGOV	CONGO	COG					GOV			1	0841	084	08	2	7.0	2	1	2	4.13223140495868	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171110141500	http://www.business-standard.com/article/pti-stories/eam-swaraj-holds-talks-with-congolese-counterpart-117111001208_1.html
705696789	20171110	201711	2017	2017.8493	CODGOV	JOSEPH KABILA KABANGE	COD					GOV			GOV	PRIME MINISTER						GOV			1	010	010	01	1	0.0	8	1	8	4.13223140495868	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171110141500	http://www.business-standard.com/article/pti-stories/eam-swaraj-holds-talks-with-congolese-counterpart-117111001208_1.html
705696790	20171110	201711	2017	2017.8493	CODGOV	JOSEPH KABILA KABANGE	COD					GOV			GOV	PRIME MINISTER						GOV			1	0841	084	08	2	7.0	8	1	8	4.13223140495868	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171110141500	http://www.business-standard.com/article/pti-stories/eam-swaraj-holds-talks-with-congolese-counterpart-117111001208_1.html
705696791	20171110	201711	2017	2017.8493	COP	POLICE						COP													0	010	010	01	1	0.0	6	1	6	-7.96915167095116	4	Ashanti, Ghana (general), Ghana	GH	GH00	190727	6.91428	0.536667	-2069925	0								4	Ashanti, Ghana (general), Ghana	GH	GH00	190727	6.91428	0.536667	-2069925	20171110141500	https://www.myjoyonline.com/news/2017/November-10th/ashanti-region-police-accused-of-killing-2-suspects.php
705696792	20171110	201711	2017	2017.8493	COP	POLICE						COP													0	010	010	01	1	0.0	2	1	2	-7.96915167095116	4	Ashanti, Ghana (general), Ghana	GH	GH00	190727	6.91428	0.536667	-2069925	0								4	Kumasi, Ashanti, Ghana	GH	GH02	190720	6.68333	-1.61667	-2075172	20171110141500	https://www.myjoyonline.com/news/2017/November-10th/ashanti-region-police-accused-of-killing-2-suspects.php
705696793	20171110	201711	2017	2017.8493	COP	DEPUTY						COP													0	010	010	01	1	0.0	4	1	4	-1.28755364806867	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	0								4	Guwahati, Assam, India	IN	IN03	17583	26.1833	91.7333	-2096059	20171110141500	http://www.india.com/news/india/gst-total-mess-pm-narendra-modi-should-replace-arun-jaitley-with-someone-more-competent-says-former-finance-minister-yashwant-sinha-2620936/
705696794	20171110	201711	2017	2017.8493	COP	PRISON						COP													0	010	010	01	1	0.0	4	1	4	-7.58928571428571	1	Angola	AO	AO		-12.5	18.5	AO	0								1	Angola	AO	AO		-12.5	18.5	AO	20171110141500	http://wgno.com/2017/11/10/prisons-chief-no-evidence-13-year-old-was-raped-by-angola-inmate/
705696795	20171110	201711	2017	2017.8493	COP	POLICE						COP													0	010	010	01	1	0.0	25	1	25	-1.7847028766795	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171110141500	http://1037wmgm.com/news/celebrity-trash/a50702309dca782801d38d8e1d3b2c91
705696796	20171110	201711	2017	2017.8493	COP	TROOPER						COP													0	020	020	02	1	3.0	6	1	6	-3.32618025751073	4	Zamboanga, Zamboanga, Philippines	RP	RPG7	67164	6.91025	122.072	-2460321	0								4	Zamboanga, Zamboanga, Philippines	RP	RPG7	67164	6.91025	122.072	-2460321	20171110141500	https://www.rappler.com/nation/188024-aquino-napenas-mamasapano-graft-usurpation-charges
705696797	20171110	201711	2017	2017.8493	COP	POLICE						COP													1	023	023	02	1	3.4	2	1	2	-4.7244094488189	3	Arlington, Texas, United States	US	USTX	TX439	32.7357	-97.1081	1372320	0								3	Arlington, Texas, United States	US	USTX	TX439	32.7357	-97.1081	1372320	20171110141500	http://cw39.com/2017/11/10/arlington-police-seek-help-in-solving-road-rage-murder/
705696798	20171110	201711	2017	2017.8493	COP	PRISON						COP													1	040	040	04	1	1.0	2	1	2	-7.58928571428571	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	0								1	Angola	AO	AO		-12.5	18.5	AO	20171110141500	http://wgno.com/2017/11/10/prisons-chief-no-evidence-13-year-old-was-raped-by-angola-inmate/
