705697268	20171110	201711	2017	2017.8493	GOV	PRESIDENT						GOV			USA	MARYLAND	USA								1	190	190	19	4	-10.0	1	1	1	-1.58013544018058	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20171110141500	http://marylandreporter.com/2017/11/10/state-roundup-november-10-2017/
705697269	20171110	201711	2017	2017.8493	GOV	PRESIDENT						GOV			USA	MARYLAND	USA								1	190	190	19	4	-10.0	1	1	1	-1.58013544018058	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20171110141500	http://marylandreporter.com/2017/11/10/state-roundup-november-10-2017/
705697270	20171110	201711	2017	2017.8493	GOV	PRESIDENT						GOV			USAEDU	CALIFORNIA	USA					EDU			0	125	125	12	3	-5.0	12	1	6	-5.58375634517767	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171110141500	http://www.americanthinker.com/blog/2017/11/two_fall_guys_lose_their_jobs_for_janet_napolitanos_rigging_of_a_state_audit.html
705697271	20171110	201711	2017	2017.8493	GOV	PRESIDENT						GOV			USAGOV	JOE BIDEN	USA					GOV			0	040	040	04	1	1.0	3	1	3	-2.70700636942675	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171110141500	https://www.nbcnews.com/politics/first-read/first-read-s-morning-clips-no-more-mr-nice-guy-n819636
705697272	20171110	201711	2017	2017.8493	GOV	CHIEF EXECUTIVE						GOV			USAMED	REUTERS	USA					MED			1	013	013	01	1	0.4	8	1	8	0	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20171110141500	https://af.reuters.com/article/kenyaNews/idAFL8N1NG4P3
705697273	20171110	201711	2017	2017.8493	GOV	CHIEF EXECUTIVE						GOV			VNM	VIETNAM	VNM								1	010	010	01	1	0.0	1	1	1	5	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	20171110141500	https://en.vietnamplus.vn/pm-nguyen-xuan-phuc-greets-hong-kong-chief/121217.vnp
705697274	20171110	201711	2017	2017.8493	GOV	CHIEF EXECUTIVE						GOV			VNM	VIETNAM	VNM								1	010	010	01	1	0.0	1	1	1	5	1	Hong Kong	HK	HK		22.25	114.166667	HK	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	1	Hong Kong	HK	HK		22.25	114.166667	HK	20171110141500	https://en.vietnamplus.vn/pm-nguyen-xuan-phuc-greets-hong-kong-chief/121217.vnp
705697275	20171110	201711	2017	2017.8493	GOV	TRADE MINIST						GOV			VNM	VIETNAM	VNM								1	030	030	03	1	4.0	10	1	10	2.07570207570207	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20171110141500	https://www.bloomberg.com/news/articles/2017-11-10/giant-pacific-trade-deal-gets-bogged-down-near-finish-line
705697276	20171110	201711	2017	2017.8493	GOV	PRESIDENT						GOV			ZWE	ZIMBABWE	ZWE								1	110	110	11	3	-2.0	4	1	4	-0.91533180778032	4	Victoria Falls, Matabeleland North, Zimbabwe	ZI	ZI06	6323	-17.9235	25.843	-2323247	4	Victoria Falls, Matabeleland North, Zimbabwe	ZI	ZI06	6323	-17.9235	25.843	-2323247	4	Victoria Falls, Matabeleland North, Zimbabwe	ZI	ZI06	6323	-17.9235	25.843	-2323247	20171110141500	https://southernafrican.news/2017/11/10/mnangagwas-road-to-waterloo/
705697277	20171110	201711	2017	2017.8493	GOV	GOVERNMENT						GOV			idg	INDIGENOUS			idg						1	020	020	02	1	3.0	5	1	5	-0.55555555555556	4	Ranchi, Jharkhand, India	IN	IN38	17622	23.35	85.3333	-2109068	4	Ranchi, Jharkhand, India	IN	IN38	17622	23.35	85.3333	-2109068	4	Ranchi, Jharkhand, India	IN	IN38	17622	23.35	85.3333	-2109068	20171110141500	https://www.ucanews.com/news/indian-bishops-prefer-tribal-people-over-elephants/80756
705697278	20171110	201711	2017	2017.8493	GOV	GOVERNMENT						GOV			idg	INDIGENOUS			idg						1	141	141	14	3	-6.5	3	1	3	-0.55555555555556	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20171110141500	https://www.ucanews.com/news/indian-bishops-prefer-tribal-people-over-elephants/80756
705697279	20171110	201711	2017	2017.8493	GOV	GOVERNMENT						GOV			idg	INDIGENOUS			idg						1	141	141	14	3	-6.5	2	1	2	-0.55555555555556	4	Simdega, Jharkhand, India	IN	IN38	70156	22.6167	84.5167	-2111358	4	Simdega, Jharkhand, India	IN	IN38	70156	22.6167	84.5167	-2111358	4	Simdega, Jharkhand, India	IN	IN38	70156	22.6167	84.5167	-2111358	20171110141500	https://www.ucanews.com/news/indian-bishops-prefer-tribal-people-over-elephants/80756
705697280	20171110	201711	2017	2017.8493	GOVAGR	AGRICULTURE MINIST						GOV	AGR		GOV	MINIST						GOV			0	041	041	04	1	1.0	6	1	6	-5.57377049180328	1	Venezuela	VE	VE		8	-66	VE	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Venezuela	VE	VE		8	-66	VE	20171110141500	http://gulfnews.com/news/americas/us-unveils-more-venezuela-sanctions-targets-10-officials-1.2122078
705697281	20171110	201711	2017	2017.8493	GOVBUS	CENTRAL BANK						GOV	BUS												1	090	090	09	2	-2.0	10	1	10	5.40540540540541	0								0								0								20171110141500	http://www.forexlive.com/news/!/ecbs-mersch-says-eu-central-banks-need-stronger-role-on-ccp-regulations-20171110
705697282	20171110	201711	2017	2017.8493	GOVBUS	MINIST OF INDUSTRY AND TRADE						GOV	BUS		VNM	HANOI	VNM								1	010	010	01	1	0.0	3	1	3	1.30434782608696	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171110141500	http://www.fruitnet.com/asiafruit/article/173943/vietnam-china-see-trade-growth
705697283	20171110	201711	2017	2017.8493	GOVHLH	HEALTH MINIST						GOV	HLH												1	111	111	11	3	-2.0	10	1	10	-1.94552529182879	0								0								0								20171110141500	http://www.iomtoday.co.im/article.cfm?id=36946&headline=Beecroft%20hits%20out%20at%20myths%20surrounding%20Meals%20on%20Wheels%20row&sectionIs=NEWS&searchyear=2017
705697284	20171110	201711	2017	2017.8493	GOVREL	RELIGIOUS AFFAIRS MINIST						GOV													0	046	046	04	1	7.0	6	1	6	3.93013100436681	5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	0								5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	20171110141500	https://www.ucanews.com/news/indonesias-efforts-to-end-child-marriage-under-fire/80747
705697285	20171110	201711	2017	2017.8493	GOVREL	RELIGIOUS AFFAIRS MINIST						GOV													0	125	125	12	3	-5.0	6	1	6	3.93013100436681	5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	0								5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	20171110141500	https://www.ucanews.com/news/indonesias-efforts-to-end-child-marriage-under-fire/80747
705697286	20171110	201711	2017	2017.8493	GOVREL	RELIGIOUS AFFAIRS MINIST						GOV			IDN	INDONESIA	IDN								0	046	046	04	1	7.0	2	1	2	3.93013100436681	5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	20171110141500	https://www.ucanews.com/news/indonesias-efforts-to-end-child-marriage-under-fire/80747
705697287	20171110	201711	2017	2017.8493	GOVREL	RELIGIOUS AFFAIRS MINIST						GOV			IDN	INDONESIA	IDN								0	125	125	12	3	-5.0	2	1	2	3.93013100436681	5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	20171110141500	https://www.ucanews.com/news/indonesias-efforts-to-end-child-marriage-under-fire/80747
705697288	20171110	201711	2017	2017.8493	GRC	GREECE	GRC																		1	040	040	04	1	1.0	10	1	10	0.14749262536873	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171110141500	https://wxxv25.com/2017/11/10/pence-creates-vp-club-with-biden-and-cheney/
705697289	20171110	201711	2017	2017.8493	GTM	GUATEMALA	GTM								IGOUNOGOVHRI	UNITED NATIONS		UNO				IGO	GOV	HRI	1	036	036	03	1	4.0	10	1	10	-2.93609671848013	1	Guatemala	GT	GT		15.5	-90.25	GT	1	Guatemala	GT	GT		15.5	-90.25	GT	1	Guatemala	GT	GT		15.5	-90.25	GT	20171110141500	http://kdminer.com/news/2017/nov/10/fate-thousands-unaccompanied-children-decided-immi/
705697290	20171110	201711	2017	2017.8493	GTM	GUATEMALA	GTM								myn	MAYAN			myn						1	043	043	04	1	2.8	10	1	10	-0.93240093240094	4	Guatemala City, Guatemala, Guatemala	GT	GT07	64850	14.6211	-90.5269	-1133206	4	Guatemala City, Guatemala, Guatemala	GT	GT07	64850	14.6211	-90.5269	-1133206	4	Guatemala City, Guatemala, Guatemala	GT	GT07	64850	14.6211	-90.5269	-1133206	20171110141500	http://www.newsweek.com/ancient-mayan-heads-smuggled-out-guatemala-return-home-707844
705697291	20171110	201711	2017	2017.8493	HLH	HOSPITAL						HLH													0	012	012	01	1	-0.4	10	1	10	-3.24384787472036	1	Greece	GR	GR		39	22	GR	0								1	Greece	GR	GR		39	22	GR	20171110141500	http://www.nation.co.ke/lifestyle/family/DEAR-SON-Why-we-should-have-named-you-Strike/1954198-4181484-rk8sej/
705697292	20171110	201711	2017	2017.8493	HLH	HOSPITAL						HLH													0	043	043	04	1	2.8	4	1	4	-4.25963488843814	3	Elmhurst, New York, United States	US	USNY	NY013	42.1181	-79.2937	949574	0								3	Elmhurst, New York, United States	US	USNY	NY013	42.1181	-79.2937	949574	20171110141500	http://www.ibtimes.com/man-molests-6-year-old-boy-falls-out-window-trying-escape-2613227
705697293	20171110	201711	2017	2017.8493	HLH	HOSPITAL						HLH													1	043	043	04	1	2.8	10	1	10	-14.2857142857143	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20171110141500	http://detroit.cbslocal.com/2017/11/10/boy-wounded-in-murder-suicide-shooting-that-killed-parents-has-died/
705697294	20171110	201711	2017	2017.8493	HLH	HOSPITAL						HLH													1	070	070	07	2	7.0	5	1	5	0.42238648363252	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20171110141500	http://buffalonews.com/2017/11/10/after-years-of-planning-its-go-time-for-childrens-hospital/
705697295	20171110	201711	2017	2017.8493	HLH	DOCTOR						HLH													1	120	120	12	3	-4.0	6	1	6	-9.14826498422715	4	Arumbakkam, Tamil Nadu, India	IN	IN25	70251	13.2178	79.9853	9087364	0								4	Arumbakkam, Tamil Nadu, India	IN	IN25	70251	13.2178	79.9853	9087364	20171110141500	http://www.channelnewsasia.com/news/singapore/singapore-woman-dies-after-liposuction-surgery-in-india-9396038
705697296	20171110	201711	2017	2017.8493	HLH	DOCTOR						HLH			USAHLH	UNITED STATES	USA					HLH			0	042	042	04	1	1.9	4	1	4	-4.25963488843814	3	Elmhurst, New York, United States	US	USNY	NY013	42.1181	-79.2937	949574	3	Elmhurst, New York, United States	US	USNY	NY013	42.1181	-79.2937	949574	3	Elmhurst, New York, United States	US	USNY	NY013	42.1181	-79.2937	949574	20171110141500	http://www.ibtimes.com/man-molests-6-year-old-boy-falls-out-window-trying-escape-2613227
705697297	20171110	201711	2017	2017.8493	HLHHLH	HOSPITAL						HLH	HLH		AUSJUD	BRISBANE	AUS					JUD			1	042	042	04	1	1.9	14	7	14	-8.64917395529643	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171110141500	http://www.southcoastregister.com.au/story/5049490/the-deaths-that-are-unnecessarily-clogging-the-coroners-office/
705697298	20171110	201711	2017	2017.8493	HND	HONDURAS	HND								IGOUNO	UNITED NATIONS		UNO				IGO			1	190	190	19	4	-10.0	3	1	3	-2.93609671848013	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Guatemala	GT	GT		15.5	-90.25	GT	1	El Salvador	ES	ES		13.833333	-88.916667	ES	20171110141500	http://kdminer.com/news/2017/nov/10/fate-thousands-unaccompanied-children-decided-immi/
705697299	20171110	201711	2017	2017.8493	HND	HONDURAS	HND								IGOUNO	UNITED NATIONS		UNO				IGO			1	190	190	19	4	-10.0	2	1	2	-2.93609671848013	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20171110141500	http://kdminer.com/news/2017/nov/10/fate-thousands-unaccompanied-children-decided-immi/
705697300	20171110	201711	2017	2017.8493	HND	HONDURAS	HND								IGOUNO	UNITED NATIONS		UNO				IGO			1	190	190	19	4	-10.0	5	1	5	-2.93609671848013	1	Honduras	HO	HO		15	-86.5	HO	1	Guatemala	GT	GT		15.5	-90.25	GT	1	El Salvador	ES	ES		13.833333	-88.916667	ES	20171110141500	http://kdminer.com/news/2017/nov/10/fate-thousands-unaccompanied-children-decided-immi/
705697301	20171110	201711	2017	2017.8493	HRI	RIGHTS ACTIVIST						HRI													0	010	010	01	1	0.0	3	1	3	-9.97442455242963	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171110141500	http://www.dailymail.co.uk/wires/afp/article-5065061/Bangladeshi-academic-missing-amid-spike-disappearances.html
705697302	20171110	201711	2017	2017.8493	HRI	RIGHTS ACTIVIST						HRI			BGD	BANGLADESH	BGD								0	010	010	01	1	0.0	1	1	1	-9.97442455242963	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171110141500	http://www.dailymail.co.uk/wires/afp/article-5065061/Bangladeshi-academic-missing-amid-spike-disappearances.html
705697303	20171110	201711	2017	2017.8493	HRI	RIGHTS ACTIVIST						HRI			BGD	BANGLADESH	BGD								0	190	190	19	4	-10.0	5	1	5	-9.97442455242963	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171110141500	http://www.dailymail.co.uk/wires/afp/article-5065061/Bangladeshi-academic-missing-amid-spike-disappearances.html
705697304	20171110	201711	2017	2017.8493	HRI	RIGHTS GROUP						HRI			COD	DR CONGO	COD								1	1821	182	18	4	-9.0	10	1	10	-9.39226519337018	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171110141500	http://citifmonline.com/2017/11/10/dr-congos-kavumu-child-rape-trial-opens/
705697305	20171110	201711	2017	2017.8493	IDN	INDONESIAN	IDN																		1	010	010	01	1	0.0	10	1	10	3.93013100436681	5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	0								5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	20171110141500	https://www.ucanews.com/news/indonesias-efforts-to-end-child-marriage-under-fire/80747
705697306	20171110	201711	2017	2017.8493	IDN	INDONESIA	IDN								AFR	AFRICA	AFR								1	043	043	04	1	2.8	4	1	4	-0.41928721174004	4	Bali, Jawa Timur, Indonesia	ID	ID08	18585	-7.1046	112.337	10205777	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Bali, Jawa Timur, Indonesia	ID	ID08	18585	-7.1046	112.337	10205777	20171110141500	https://www.thesouthafrican.com/visa-requirements-south-africa-bali-indonesia/
705697307	20171110	201711	2017	2017.8493	IDN	BALI	IDN								ARE	UNITED ARAB EMIRATES	ARE								1	042	042	04	1	1.9	2	1	2	-0.41928721174004	4	Bali, Jawa Timur, Indonesia	ID	ID08	18585	-7.1046	112.337	10205777	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20171110141500	https://www.thesouthafrican.com/visa-requirements-south-africa-bali-indonesia/
705697308	20171110	201711	2017	2017.8493	IDN	BALI	IDN								CVL	TOURIST						CVL			0	081	081	08	2	5.0	10	1	10	-0.41928721174004	4	Bali, Jawa Timur, Indonesia	ID	ID08	18585	-7.1046	112.337	10205777	4	Bali, Jawa Timur, Indonesia	ID	ID08	18585	-7.1046	112.337	10205777	4	Bali, Jawa Timur, Indonesia	ID	ID08	18585	-7.1046	112.337	10205777	20171110141500	https://www.thesouthafrican.com/visa-requirements-south-africa-bali-indonesia/
705697309	20171110	201711	2017	2017.8493	IDN	INDONESIA	IDN								GOVREL	RELIGIOUS AFFAIRS MINIST						GOV			0	046	046	04	1	7.0	2	1	2	3.93013100436681	5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	20171110141500	https://www.ucanews.com/news/indonesias-efforts-to-end-child-marriage-under-fire/80747
705697310	20171110	201711	2017	2017.8493	IDN	INDONESIA	IDN								KOR	SOUTH KOREA	KOR								0	061	061	06	2	6.4	10	1	10	-0.98522167487684	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171110141500	http://thestandard.com.ph/business/business-stocks/251411/trade-deficit-narrows-to-1-9b-as-exports-climb-by-4-3-.html
705697311	20171110	201711	2017	2017.8493	IDN	BALI	IDN								ZAF	SOUTH AFRICAN	ZAF								1	043	043	04	1	2.8	6	1	6	-0.41928721174004	4	Bali, Jawa Timur, Indonesia	ID	ID08	18585	-7.1046	112.337	10205777	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Bali, Jawa Timur, Indonesia	ID	ID08	18585	-7.1046	112.337	10205777	20171110141500	https://www.thesouthafrican.com/visa-requirements-south-africa-bali-indonesia/
705697312	20171110	201711	2017	2017.8493	IDN	INDONESIA	IDN								paaREB	PAPUAN			paa			REB			1	130	130	13	3	-4.4	10	1	10	-8.69565217391304	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20171110141500	https://www.yahoo.com/news/indonesias-army-plans-tough-response-separatists-threatening-mine-102418813--finance.html
705697313	20171110	201711	2017	2017.8493	IDNGOV	INDONESIA	IDN					GOV													0	010	010	01	1	0.0	2	1	2	3.93013100436681	5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	0								5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	20171110141500	https://www.ucanews.com/news/indonesias-efforts-to-end-child-marriage-under-fire/80747
705697314	20171110	201711	2017	2017.8493	IDNGOV	INDONESIA	IDN					GOV													0	060	060	06	2	6.0	1	1	1	3.93013100436681	5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	0								5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	20171110141500	https://www.ucanews.com/news/indonesias-efforts-to-end-child-marriage-under-fire/80747
705697315	20171110	201711	2017	2017.8493	IDNGOV	BALI	IDN					GOV			IGOUNODEVWBK	WORLD BANK		UNO				IGO	DEV		1	040	040	04	1	1.0	8	1	8	-0.95846645367412	4	Bali, Jawa Timur, Indonesia	ID	ID08	18585	-7.1046	112.337	10205777	4	Bali, Jawa Timur, Indonesia	ID	ID08	18585	-7.1046	112.337	10205777	4	Bali, Jawa Timur, Indonesia	ID	ID08	18585	-7.1046	112.337	10205777	20171110141500	http://jakartaglobe.id/infrastructure-tv/world-bank-studies-help-indonesia-boost-tourism-tackle-poverty-coastal-areas/
705697316	20171110	201711	2017	2017.8493	IDNGOVREL	INDONESIA	IDN					GOV													0	046	046	04	1	7.0	2	1	2	3.93013100436681	5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	0								5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	20171110141500	https://www.ucanews.com/news/indonesias-efforts-to-end-child-marriage-under-fire/80747
705697317	20171110	201711	2017	2017.8493	IDNGOVREL	INDONESIA	IDN					GOV													0	125	125	12	3	-5.0	2	1	2	3.93013100436681	5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	0								5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	20171110141500	https://www.ucanews.com/news/indonesias-efforts-to-end-child-marriage-under-fire/80747
705697318	20171110	201711	2017	2017.8493	IDNJUD	INDONESIA	IDN					JUD			IDN	JAKARTA	IDN								1	111	111	11	3	-2.0	2	1	2	-8.44327176781002	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20171110141500	http://jakartaglobe.id/corruption-news/kpk-again-declares-house-speaker-novanto-a-suspect-in-e-ktp-graft-case/
705697319	20171110	201711	2017	2017.8493	IDNJUD	INDONESIA	IDN					JUD			IDN	INDONESIA	IDN								1	173	173	17	4	-5.0	1	1	1	-8.44327176781002	4	Narogong, Jawa Barat, Indonesia	ID	ID30	18585	-7.0831	107.472	10151244	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20171110141500	http://jakartaglobe.id/corruption-news/kpk-again-declares-house-speaker-novanto-a-suspect-in-e-ktp-graft-case/
705697320	20171110	201711	2017	2017.8493	IDNJUD	INDONESIA	IDN					JUD			IDN	INDONESIA	IDN								1	173	173	17	4	-5.0	1	1	1	-8.44327176781002	4	Narogong, Jawa Barat, Indonesia	ID	ID30	18585	-7.0831	107.472	10151244	4	Narogong, Jawa Barat, Indonesia	ID	ID30	18585	-7.0831	107.472	10151244	4	Narogong, Jawa Barat, Indonesia	ID	ID30	18585	-7.0831	107.472	10151244	20171110141500	http://jakartaglobe.id/corruption-news/kpk-again-declares-house-speaker-novanto-a-suspect-in-e-ktp-graft-case/
705697321	20171110	201711	2017	2017.8493	IGOBUSWTO	WORLD TRADE ORGANIZATION		WTO				IGO	BUS		CHN	CHINA	CHN								1	046	046	04	1	7.0	10	1	10	0.12437810945274	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171110141500	https://www.bloomberg.com/view/articles/2017-11-10/china-s-banks-need-more-than-a-for-sale-sign
705697322	20171110	201711	2017	2017.8493	IGOEURCOE	COUNCIL OF EUROPE	EUR	COE				IGO			LEG	PARLIAMENT						LEG			1	040	040	04	1	1.0	5	1	5	-3.25203252032521	1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	20171110141500	https://www.coe.int/en/web/portal/-/malta-should-step-up-efforts-to-enhance-protection-of-women-s-and-migrants-rights
705697323	20171110	201711	2017	2017.8493	IGOEURCOE	COUNCIL OF EUROPE	EUR	COE				IGO			MLT	MALTA	MLT								1	042	042	04	1	1.9	5	1	5	-3.25203252032521	1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	20171110141500	https://www.coe.int/en/web/portal/-/malta-should-step-up-efforts-to-enhance-protection-of-women-s-and-migrants-rights
705697324	20171110	201711	2017	2017.8493	IGOEUREEC	EUROPEAN UNION	EUR	EEC				IGO													1	0311	031	03	1	5.2	5	1	5	2.13675213675214	4	Cantanhede, Coimbra, Portugal	PO	PO07	24728	40.3467	-8.5942	-2161228	0								4	Cantanhede, Coimbra, Portugal	PO	PO07	24728	40.3467	-8.5942	-2161228	20171110141500	http://www.portugalglobal.pt/PT/PortugalNews/Paginas/NewDetail.aspx?newId=%7B92A4E0AA-C96A-4822-A490-386395217428%7D
705697325	20171110	201711	2017	2017.8493	IGOEUREEC	THE EU	EUR	EEC				IGO													0	036	036	03	1	4.0	14	1	14	0.29498525073746	1	United Kingdom	UK	UK		54	-4	UK	0								1	Ireland	EI	EI		53	-8	EI	20171110141500	http://www.reuters.com/article/us-britain-eu-barnier/deal-on-british-divorce-bill-vital-for-future-talks-on-eu-ties-barnier-idUSKBN1DA1IW
705697326	20171110	201711	2017	2017.8493	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO													0	090	090	09	2	-2.0	10	1	10	4.25531914893617	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	0								1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20171110141500	http://www.4-traders.com/news/European-Union-Central-Asia-Foreign-Ministers-rsquo-Meeting-ldquo-EU-and-Central-Asia-Working-fo--25483290/
705697327	20171110	201711	2017	2017.8493	IGOEUREEC	EUROPEAN PARLIAMENT	EUR	EEC				IGO			AFR	AFRICA	AFR								1	040	040	04	1	1.0	15	1	10	2.15827338129496	0								0								0								20171110141500	http://www.4-traders.com/news/European-Parliament-Highlights-High-level-conference-Towards-a-renewed-partnership-with-Africa--25483285/
