704155662	20171105	201711	2017	2017.8356	LEG	SENATOR						LEG													1	010	010	01	1	0.0	6	1	6	-0.25906735751295	1	Bermuda	BD	BD		32.333333	-64.75	BD	0								1	Bermuda	BD	BD		32.333333	-64.75	BD	20171105230000	http://www.newsweek.com/wilbur-ross-secret-russia-putin-702242
704155663	20171105	201711	2017	2017.8356	LEG	LAWMAKER						LEG													0	012	012	01	1	-0.4	8	1	8	-2.83775447254781	1	Jersey	JE	JE		49.216667	-2.116667	JE	0								1	Jersey	JE	JE		49.216667	-2.116667	JE	20171105230000	https://www.nytimes.com/2017/11/05/us/tax-bill-blue-state.html
704155664	20171105	201711	2017	2017.8356	LEG	LAWMAKER						LEG													0	012	012	01	1	-0.4	2	1	2	-2.83775447254781	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171105230000	https://www.nytimes.com/2017/11/05/us/tax-bill-blue-state.html
704155665	20171105	201711	2017	2017.8356	LEG	CONGRESS						LEG													0	020	020	02	1	3.0	6	1	6	-0.74766355140187	4	Kogi, Nigeria (general), Nigeria	NI	NI00	190990	12.55	6.63333	-2015590	0								4	Kogi, Nigeria (general), Nigeria	NI	NI00	190990	12.55	6.63333	-2015590	20171105230000	http://news2.onlinenigeria.com/news/general/674083-groups-jostle-for-melaye%E2%80%99s-replacement-in-kogi-state.html
704155666	20171105	201711	2017	2017.8356	LEG	HOUSE SPEAKER						LEG													0	020	020	02	1	3.0	42	7	42	-3.10040380729308	3	Capitol Hill, District of Columbia, United States	US	USDC	DC001	38.889	-77.0003	529313	0								3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20171105230000	http://www.yourerie.com/news/politics/pelosi-backs-sexual-harassment-legislation-for-congress/851662037
704155667	20171105	201711	2017	2017.8356	LEG	SENATOR						LEG													1	042	042	04	1	1.9	3	1	3	-3.125	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	0								4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171105230000	http://news2.onlinenigeria.com/news/general/674082-ipg-ibrahim-idris-heads-to-court-institutes-n5b-libel-suit-against-senator-misau.html
704155668	20171105	201711	2017	2017.8356	LEG	SENATOR						LEG													1	042	042	04	1	1.9	3	1	3	-3.125	4	Bauchi, Bauchi, Nigeria	NI	NI46	22661	10.3134	9.84327	-2002330	0								4	Bauchi, Bauchi, Nigeria	NI	NI46	22661	10.3134	9.84327	-2002330	20171105230000	http://news2.onlinenigeria.com/news/general/674082-ipg-ibrahim-idris-heads-to-court-institutes-n5b-libel-suit-against-senator-misau.html
704155669	20171105	201711	2017	2017.8356	LEG	DELEGATE						LEG													0	042	042	04	1	1.9	1	1	1	-0.77519379844961	4	Topkapi, Adiyaman, Turkey	TU	TU02	28233	37.5071	38.0667	10860460	0								4	Topkapi, Adiyaman, Turkey	TU	TU02	28233	37.5071	38.0667	10860460	20171105230000	http://lifestyle.inquirer.net/277993/turkey-leads-cultural-diplomacy-movement/
704155670	20171105	201711	2017	2017.8356	LEG	REPRESENTATIVES						LEG													0	050	050	05	1	3.5	10	1	10	4.16666666666667	1	Qatar	QA	QA		25.5	51.25	QA	0								1	Qatar	QA	QA		25.5	51.25	QA	20171105230000	http://www.gulf-times.com/story/570112/Qatar-Welcomes-the-World-campaign-to-take-off-at-T
704155671	20171105	201711	2017	2017.8356	LEG	PARLIAMENT						LEG													1	090	090	09	2	-2.0	6	1	6	-2.12264150943396	4	Matariki, New Zealand (general), New Zealand	NZ	NZ00	22392	-41.4167	172.733	-1513551	0								4	Matariki, New Zealand (general), New Zealand	NZ	NZ00	22392	-41.4167	172.733	-1513551	20171105230000	https://thedailyblog.co.nz/2017/11/06/in-defence-of-guy-fawkes-lets-take-it-back-for-the-activist-left/
704155672	20171105	201711	2017	2017.8356	LEG	PARLIAMENT						LEG													1	090	090	09	2	-2.0	4	1	4	-2.12264150943396	4	Parihaka, New Zealand (general), New Zealand	NZ	NZ00	22388	-39.3	173.833	-1515903	0								4	Parihaka, New Zealand (general), New Zealand	NZ	NZ00	22388	-39.3	173.833	-1515903	20171105230000	https://thedailyblog.co.nz/2017/11/06/in-defence-of-guy-fawkes-lets-take-it-back-for-the-activist-left/
704155673	20171105	201711	2017	2017.8356	LEG	SENATOR						LEG													1	111	111	11	3	-2.0	8	1	8	-0.25906735751295	1	Bermuda	BD	BD		32.333333	-64.75	BD	0								1	Bermuda	BD	BD		32.333333	-64.75	BD	20171105230000	http://www.newsweek.com/wilbur-ross-secret-russia-putin-702242
704155674	20171105	201711	2017	2017.8356	LEG	PARLIAMENT						LEG													1	120	120	12	3	-4.0	10	1	10	-1.43338954468802	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20171105230000	http://www.theland.com.au/story/5033418/sterle-slams-sa-labor-colleague-as-clown-over-political-stunt/?cs=4963
704155675	20171105	201711	2017	2017.8356	LEG	SENATE						LEG													0	141	141	14	3	-6.5	3	1	3	-4.63320463320463	3	Hart Senate Office Building, District of Columbia, United States	US	USDC	DC001	38.8929	-77.0039	528878	0								3	Hart Senate Office Building, District of Columbia, United States	US	USDC		38.8929	-77.0039	528878	20171105230000	http://www.washingtonblade.com/2017/11/05/gunman-kills-20-people-texas-church/
704155676	20171105	201711	2017	2017.8356	LEG	PARLIAMENT HOUSE						LEG			CVL	HUNTER						CVL			1	043	043	04	1	2.8	10	1	10	-1.37362637362637	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171105230000	http://www.canberratimes.com.au/act-news/canberra-life/we-tried-after-dark-ghost-hunter-tours-at-old-parliament-house-20171101-gzcrun.html
704155677	20171105	201711	2017	2017.8356	LEG	LAWMAKER						LEG			GOV	ADMINISTRATION						GOV			0	020	020	02	1	3.0	8	1	8	-2.83775447254781	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171105230000	https://www.nytimes.com/2017/11/05/us/tax-bill-blue-state.html
704155678	20171105	201711	2017	2017.8356	LEG	SENATOR						LEG			GOV	PRESIDENT						GOV			1	026	026	02	1	4.0	6	1	6	-3.39805825242718	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20171105230000	http://www.kmaland.com/ag/northey-nomination-debacle-could-last-three-weeks/article_4c122c5c-bffc-11e7-b6f3-1f5281be049f.html
704155679	20171105	201711	2017	2017.8356	LEG	GENERAL ASSEMBLY						LEG			GOV	GOVERNMENT OFFICIAL						GOV			1	043	043	04	1	2.8	5	1	5	0.963855421686743	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	20171105230000	http://www.worldbulletin.net/news/195599/red-cross-crescent-societies-meeting-in-turkey
704155680	20171105	201711	2017	2017.8356	LEG	SENATOR						LEG			GOVGOVCOP	COMMERCE DEPARTMENT						GOV	GOV	COP	0	0214	021	02	1	3.4	8	1	8	-0.84033613445378	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20171105230000	https://www.cnbc.com/2017/11/05/documents-reveal-wilbur-rosss-business-link-to-putin-pals.html
704155681	20171105	201711	2017	2017.8356	LEG	SENATOR						LEG			GOVGOVCOP	COMMERCE DEPARTMENT						GOV	GOV	COP	0	0214	021	02	1	3.4	2	1	2	-0.84033613445378	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171105230000	https://www.cnbc.com/2017/11/05/documents-reveal-wilbur-rosss-business-link-to-putin-pals.html
704155682	20171105	201711	2017	2017.8356	LEG	SENATOR						LEG			GOVGOVCOP	COMMERCE DEPARTMENT						GOV	GOV	COP	0	090	090	09	2	-2.0	3	1	3	-0.84033613445378	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20171105230000	https://www.cnbc.com/2017/11/05/documents-reveal-wilbur-rosss-business-link-to-putin-pals.html
704155683	20171105	201711	2017	2017.8356	LEG	SENATOR						LEG			GOVGOVCOP	COMMERCE DEPARTMENT						GOV	GOV	COP	0	090	090	09	2	-2.0	7	1	7	-0.84033613445378	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171105230000	https://www.cnbc.com/2017/11/05/documents-reveal-wilbur-rosss-business-link-to-putin-pals.html
704155684	20171105	201711	2017	2017.8356	LEG	SENATOR						LEG			NGA	NIGERIA	NGA								1	043	043	04	1	2.8	4	1	2	-3.125	4	Bauchi, Bauchi, Nigeria	NI	NI46	22661	10.3134	9.84327	-2002330	4	Bauchi, Bauchi, Nigeria	NI	NI46	22661	10.3134	9.84327	-2002330	4	Bauchi, Bauchi, Nigeria	NI	NI46	22661	10.3134	9.84327	-2002330	20171105230000	http://news2.onlinenigeria.com/news/general/674082-ipg-ibrahim-idris-heads-to-court-institutes-n5b-libel-suit-against-senator-misau.html
704155685	20171105	201711	2017	2017.8356	LEG	DELEGATE						LEG			TUR	TURKEY	TUR								0	043	043	04	1	2.8	6	1	6	-0.77519379844961	4	Topkapi, Adiyaman, Turkey	TU	TU02	28233	37.5071	38.0667	10860460	4	Topkapi, Adiyaman, Turkey	TU	TU02	28233	37.5071	38.0667	10860460	4	Topkapi, Adiyaman, Turkey	TU	TU02	28233	37.5071	38.0667	10860460	20171105230000	http://lifestyle.inquirer.net/277993/turkey-leads-cultural-diplomacy-movement/
704155686	20171105	201711	2017	2017.8356	LEG	GENERAL ASSEMBLY						LEG			TURGOV	TURKISH	TUR					GOV			1	036	036	03	1	4.0	3	1	3	0.963855421686743	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	20171105230000	http://www.worldbulletin.net/news/195599/red-cross-crescent-societies-meeting-in-turkey
704155687	20171105	201711	2017	2017.8356	LEG	HOUSE SPEAKER						LEG			USA	UNITED STATES	USA								0	020	020	02	1	3.0	14	7	14	-3.10040380729308	3	Capitol Hill, District of Columbia, United States	US	USDC	DC001	38.889	-77.0003	529313	3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20171105230000	http://www.yourerie.com/news/politics/pelosi-backs-sexual-harassment-legislation-for-congress/851662037
704155688	20171105	201711	2017	2017.8356	LEG	SENATOR						LEG			USA	UNITED STATES	USA								1	026	026	02	1	4.0	2	1	2	-3.39805825242718	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20171105230000	http://www.kmaland.com/ag/northey-nomination-debacle-could-last-three-weeks/article_4c122c5c-bffc-11e7-b6f3-1f5281be049f.html
704155689	20171105	201711	2017	2017.8356	LEG	SENATE						LEG			USA	UNITED STATES	USA								0	052	052	05	1	3.5	1	1	1	-7.46987951807229	3	Charleston, South Carolina, United States	US	USSC	SC019	32.7766	-79.9309	1221516	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20171105230000	http://www.thestate.com/news/politics-government/article182920101.html
704155690	20171105	201711	2017	2017.8356	LEG	SENATE						LEG			USA	UNITED STATES	USA								0	052	052	05	1	3.5	3	1	3	-7.46987951807229	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20171105230000	http://www.thestate.com/news/politics-government/article182920101.html
704155691	20171105	201711	2017	2017.8356	LKA	SRI LANKA	LKA																		0	046	046	04	1	7.0	4	1	4	-4.08979089790898	5	Eastern Province, Eastern, Sri Lanka	CE	CE37	25833	7.83333	81.4167	11058710	0								5	Eastern Province, Eastern, Sri Lanka	CE	CE37	25833	7.83333	81.4167	11058710	20171105230000	http://www.lankaweb.com/news/items/2017/11/05/anthony-bourdains-cnn-production-is-another-piece-of-one-sided-misinformation-about-sri-lanka/
704155692	20171105	201711	2017	2017.8356	LKA	SRI LANKA	LKA								MOS	MUSLIM				MOS					0	010	010	01	1	0.0	2	1	2	-4.08979089790898	5	Eastern Province, Eastern, Sri Lanka	CE	CE37	25833	7.83333	81.4167	11058710	5	Eastern Province, Eastern, Sri Lanka	CE	CE37	25833	7.83333	81.4167	11058710	4	Toowong, Queensland, Australia	AS	AS04	154654	-27.4833	152.983	-1605319	20171105230000	http://www.lankaweb.com/news/items/2017/11/05/anthony-bourdains-cnn-production-is-another-piece-of-one-sided-misinformation-about-sri-lanka/
704155693	20171105	201711	2017	2017.8356	LTU	LITHUANIA	LTU								USA	UNITED STATES	USA								1	026	026	02	1	4.0	2	1	2	1.05485232067511	1	Estonia	EN	EN		59	26	EN	1	Poland	PL	PL		52	20	PL	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20171105230000	http://www.ekathimerini.com/222975/article/ekathimerini/business/agenda
704155694	20171105	201711	2017	2017.8356	LTU	LITHUANIA	LTU								USA	UNITED STATES	USA								1	026	026	02	1	4.0	2	1	2	1.05485232067511	1	Lithuania	LH	LH		56	24	LH	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20171105230000	http://www.ekathimerini.com/222975/article/ekathimerini/business/agenda
704155695	20171105	201711	2017	2017.8356	MCO	MONTE CARLO	MCO								BUS	COMPANY						BUS			1	190	190	19	4	-10.0	4	1	4	-1.05263157894737	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	20171105230000	https://chandigarhmetro.com/skoda-rapid-monte-carlo-re-branded-edition-x-price-features/
704155696	20171105	201711	2017	2017.8356	MCO	MONTE CARLO	MCO								IND	LUDHIANA	IND								1	190	190	19	4	-10.0	4	1	4	-1.05263157894737	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	20171105230000	https://chandigarhmetro.com/skoda-rapid-monte-carlo-re-branded-edition-x-price-features/
704155697	20171105	201711	2017	2017.8356	MCOELI	ALBERT	MCO					ELI													0	010	010	01	1	0.0	4	1	4	-5.96745027124774	3	Wilson County, Texas, United States	US	USTX	TX493	29.1669	-98.0669	1384032	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171105230000	http://www.cbc.ca/beta/news/world/texas-church-shooting-1.4388516
704155698	20171105	201711	2017	2017.8356	MCOELI	ALBERT	MCO					ELI													0	040	040	04	1	1.0	6	1	6	-6.56836461126005	3	First Baptist Church, Texas, United States	US	USTX	TX167	29.3941	-94.9155	1385009	0								3	First Baptist Church, Texas, United States	US	USTX		29.3941	-94.9155	1385009	20171105230000	http://www.khq.com/story/36767875/official-says-more-than-20-dead-in-church-attack
704155699	20171105	201711	2017	2017.8356	MCOELI	ALBERT	MCO					ELI			USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	-6.56836461126005	3	Wilson County, Texas, United States	US	USTX	TX493	29.1669	-98.0669	1384032	3	Wilson County, Texas, United States	US	USTX		29.1669	-98.0669	1384032	3	Wilson County, Texas, United States	US	USTX		29.1669	-98.0669	1384032	20171105230000	http://www.khq.com/story/36767875/official-says-more-than-20-dead-in-church-attack
704155700	20171105	201711	2017	2017.8356	MDV	MALE	MDV																		0	020	020	02	1	3.0	3	1	3	-3.02114803625377	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171105230000	http://www.chicagotribune.com/suburbs/lake-county-news-sun/news/ct-lns-waukegan-forum-st-1106-20171105-story.html
704155701	20171105	201711	2017	2017.8356	MDV	MALE	MDV								CVL	COMMUNITY						CVL			0	020	020	02	1	3.0	5	1	5	-3.02114803625377	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171105230000	http://www.chicagotribune.com/suburbs/lake-county-news-sun/news/ct-lns-waukegan-forum-st-1106-20171105-story.html
704155702	20171105	201711	2017	2017.8356	MDV	MALE	MDV								USA	UNITED STATES	USA								0	020	020	02	1	3.0	2	1	2	-3.02114803625377	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171105230000	http://www.chicagotribune.com/suburbs/lake-county-news-sun/news/ct-lns-waukegan-forum-st-1106-20171105-story.html
704155703	20171105	201711	2017	2017.8356	MDV	MALE	MDV								USA	UNITED STATES	USA								1	190	190	19	4	-10.0	6	1	6	-5.42857142857143	3	First Baptist Church, Texas, United States	US	USTX	TX167	29.3941	-94.9155	1385009	3	First Baptist Church, Texas, United States	US	USTX		29.3941	-94.9155	1385009	3	First Baptist Church, Texas, United States	US	USTX		29.3941	-94.9155	1385009	20171105230000	https://www.thesun.co.uk/news/4848573/texas-church-shooting-27-people-children-dead-latest/
704155704	20171105	201711	2017	2017.8356	MDV	MALE	MDV								USA	TEXAS	USA								1	190	190	19	4	-10.0	4	1	4	-5.42857142857143	3	First Baptist Church, Texas, United States	US	USTX	TX167	29.3941	-94.9155	1385009	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	First Baptist Church, Texas, United States	US	USTX		29.3941	-94.9155	1385009	20171105230000	https://www.thesun.co.uk/news/4848573/texas-church-shooting-27-people-children-dead-latest/
704155705	20171105	201711	2017	2017.8356	MDV	MALE	MDV								USA	UNITED STATES	USA								1	193	193	19	4	-10.0	6	1	6	-5.42857142857143	3	First Baptist Church, Texas, United States	US	USTX	TX167	29.3941	-94.9155	1385009	3	First Baptist Church, Texas, United States	US	USTX		29.3941	-94.9155	1385009	3	First Baptist Church, Texas, United States	US	USTX		29.3941	-94.9155	1385009	20171105230000	https://www.thesun.co.uk/news/4848573/texas-church-shooting-27-people-children-dead-latest/
704155706	20171105	201711	2017	2017.8356	MDV	MALE	MDV								USA	TEXAS	USA								1	193	193	19	4	-10.0	4	1	4	-5.42857142857143	3	First Baptist Church, Texas, United States	US	USTX	TX167	29.3941	-94.9155	1385009	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	First Baptist Church, Texas, United States	US	USTX		29.3941	-94.9155	1385009	20171105230000	https://www.thesun.co.uk/news/4848573/texas-church-shooting-27-people-children-dead-latest/
704155707	20171105	201711	2017	2017.8356	MED	SPOKESMAN						MED													1	010	010	01	1	0.0	1	1	1	-7.48299319727891	3	Guadalupe County, Texas, United States	US	USTX	TX187	29.5669	-97.9669	1383879	0								3	Guadalupe County, Texas, United States	US	USTX		29.5669	-97.9669	1383879	20171105230000	http://denver.cbslocal.com/2017/11/05/shooting-church-texas/
704155708	20171105	201711	2017	2017.8356	MED	WRITER						MED													1	042	042	04	1	1.9	1	1	1	4.05117270788912	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20171105230000	https://thedailyblog.co.nz/2017/11/06/isnt-it-time-we-replaced-tim-groser-for-helen-clark-as-us-ambassador/
704155709	20171105	201711	2017	2017.8356	MED	JOURNALIST						MED													1	051	051	05	1	3.4	10	1	10	-3.16027088036117	3	Staten Island, New York, United States	US	USNY	NY085	40.5834	-74.1496	1802959	0								3	Staten Island, New York, United States	US	USNY		40.5834	-74.1496	1802959	20171105230000	https://www.pbs.org/newshour/nation/one-year-after-the-presidential-election-new-yorkers-on-how-it-changed-their-lives
704155710	20171105	201711	2017	2017.8356	MED	BLOG						MED													0	070	070	07	2	7.0	4	1	4	-1.12640801001251	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171105230000	https://www.washingtonpost.com/opinions/global-opinions/the-saudi-crown-princes-risky-power-play/2017/11/05/4b12fcf0-c272-11e7-afe9-4f60b5a6c4a0_story.html
704155711	20171105	201711	2017	2017.8356	MED	JOURNALIST						MED													0	073	073	07	2	7.4	5	1	5	-0.82938388625592	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171105230000	https://scroll.in/article/856616/why-do-so-many-people-queue-up-for-hours-at-apple-stores-when-a-new-iphone-is-launched
