704155600	20171105	201711	2017	2017.8356	JPNGOV	JAPAN	JPN					GOV													0	090	090	09	2	-2.0	2	1	2	-6.61157024793388	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171105230000	http://www.king5.com/news/more-than-20-dead-in-sutherland-springs-church-shooting/489261011
704155601	20171105	201711	2017	2017.8356	JPNGOV	JAPAN	JPN					GOV			JPNGOV	JAPAN	JPN					GOV			1	040	040	04	1	1.0	1	1	1	0.735294117647061	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171105230000	https://www.bloomberg.com/news/live-blog/2017-11-05/u-s-president-trump-japan-prime-minister-abe-joint-briefing-in-tokyo
704155602	20171105	201711	2017	2017.8356	JPNGOV	JAPAN	JPN					GOV			JPNGOV	JAPAN	JPN					GOV			1	046	046	04	1	7.0	2	1	1	0.735294117647061	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171105230000	https://www.bloomberg.com/news/live-blog/2017-11-05/u-s-president-trump-japan-prime-minister-abe-joint-briefing-in-tokyo
704155603	20171105	201711	2017	2017.8356	JUD	ATTORNEY						JUD													1	010	010	01	1	0.0	2	1	2	-3.25342465753425	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								1	United Kingdom	UK	UK		54	-4	UK	20171105230000	http://www.newsweek.com/did-russia-back-clinton-and-trump-2016-how-kremlin-has-been-linked-both-702297
704155604	20171105	201711	2017	2017.8356	JUD	DEFENSE ATTORNEY						JUD													0	014	014	01	1	0.0	2	1	2	-3.13725490196078	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	0								3	Polk County, Iowa, United States	US	USIA		41.6833	-93.5835	465265	20171105230000	http://www.southernminn.com/around_the_web/news/article_f3377aca-e3af-5cbc-a33d-ac7c9802af18.html
704155605	20171105	201711	2017	2017.8356	JUD	DEFENSE ATTORNEY						JUD													0	014	014	01	1	0.0	6	1	6	-3.13725490196078	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20171105230000	http://www.southernminn.com/around_the_web/news/article_f3377aca-e3af-5cbc-a33d-ac7c9802af18.html
704155606	20171105	201711	2017	2017.8356	JUD	DEFENSE ATTORNEY						JUD													0	026	026	02	1	4.0	6	1	6	-3.13725490196078	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20171105230000	http://www.southernminn.com/around_the_web/news/article_f3377aca-e3af-5cbc-a33d-ac7c9802af18.html
704155607	20171105	201711	2017	2017.8356	JUD	LAWYER						JUD													0	042	042	04	1	1.9	3	1	3	-0.56998100063331	4	Khajuria, Uttar Pradesh, India	IN	IN36	17937	27.5531	79.6061	10453096	0								4	Khajuria, Uttar Pradesh, India	IN	IN36	17937	27.5531	79.6061	10453096	20171105230000	https://hinduexistence.org/2017/11/05/in-three-days-visit-to-jk-vhp-president-togadia-raised-the-issues-of-kashmiri-pandits-jihadi-terrorism-and-art-370/
704155608	20171105	201711	2017	2017.8356	JUD	BARRISTER						JUD			AGR	FISHER						AGR			0	010	010	01	1	0.0	10	2	10	-8.96196022455772	0								0								0								20171105230000	https://www.whitsundaytimes.com.au/news/violent-mackay-home-invader-breaches-suspension/3258026/
704155609	20171105	201711	2017	2017.8356	JUD	LAWYER						JUD			BUS	BUSINESS						BUS			0	010	010	01	1	0.0	4	1	4	-2.22222222222222	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Russia	RS	RS		60	100	RS	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171105230000	http://www.globaltrademag.com/in-the-news/breaking-news-reports-commerce-secretary-concealed-ties-putins-circle
704155610	20171105	201711	2017	2017.8356	JUD	COUNSEL						JUD			CAN	CANADA	CAN								1	010	010	01	1	0.0	3	1	3	-8.52459016393442	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171105230000	http://dailycaller.com/2017/11/05/former-gitmo-prisoner-wants-to-sue-canada-for-50-million/
704155611	20171105	201711	2017	2017.8356	JUD	LAWYER						JUD			CHRCTH	THE POPE				CHR	CTH				1	011	011	01	1	-0.1	6	1	6	1.77304964539007	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20171105230000	http://www.catholicworldreport.com/2017/11/05/despite-reports-pope-francis-isnt-opening-the-door-to-all-married-priests/
704155612	20171105	201711	2017	2017.8356	JUD	ATTORNEY						JUD			COP	POLICE						COP			1	010	010	01	1	0.0	1	1	1	-6.74373795761079	3	Spalding County, Georgia, United States	US	USGA	GA255	33.2668	-84.2833	353055	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	3	Spalding County, Georgia, United States	US	USGA		33.2668	-84.2833	353055	20171105230000	http://ktla.com/2017/11/05/suspects-in-1983-georgia-slaying-of-black-man-police-coverup-were-angry-he-was-socializing-with-a-white-woman-da-says/
704155613	20171105	201711	2017	2017.8356	JUD	ATTORNEY						JUD			COP	POLICE						COP			1	173	173	17	4	-5.0	1	1	1	-6.74373795761079	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20171105230000	http://ktla.com/2017/11/05/suspects-in-1983-georgia-slaying-of-black-man-police-coverup-were-angry-he-was-socializing-with-a-white-woman-da-says/
704155614	20171105	201711	2017	2017.8356	JUD	LAWYER						JUD			HLH	DOCTOR						HLH			0	020	020	02	1	3.0	10	1	10	-0.56998100063331	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20171105230000	https://hinduexistence.org/2017/11/05/in-three-days-visit-to-jk-vhp-president-togadia-raised-the-issues-of-kashmiri-pandits-jihadi-terrorism-and-art-370/
704155615	20171105	201711	2017	2017.8356	JUD	JUDGE						JUD			RUS	RUSSIA	RUS								1	010	010	01	1	0.0	4	1	4	-2.56410256410257	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171105230000	http://www.dailymail.co.uk/news/article-5052547/Russian-tycoon-drops-theft-case-against-chauffeur.html
704155616	20171105	201711	2017	2017.8356	JUD	COUNSELOR						JUD			RUS	RUSSIA	RUS								1	042	042	04	1	1.9	1	1	1	-3.50109409190372	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Russia	RS	RS		60	100	RS	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171105230000	http://crooksandliars.com/2017/11/brian-stelter-busts-kellyanne-conway
704155617	20171105	201711	2017	2017.8356	JUD	JUDGE						JUD			USA	NEW YORK	USA								0	010	010	01	1	0.0	2	1	2	-2.56410256410257	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171105230000	http://www.dailymail.co.uk/news/article-5052547/Russian-tycoon-drops-theft-case-against-chauffeur.html
704155618	20171105	201711	2017	2017.8356	JUD	JUDGE						JUD			USA	NEW YORK	USA								0	010	010	01	1	0.0	6	1	6	-2.56410256410257	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171105230000	http://www.dailymail.co.uk/news/article-5052547/Russian-tycoon-drops-theft-case-against-chauffeur.html
704155619	20171105	201711	2017	2017.8356	JUD	DEFENSE ATTORNEY						JUD			USA	UNITED STATES	USA								0	026	026	02	1	4.0	2	1	2	-3.13725490196078	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	3	Polk County, Iowa, United States	US	USIA		41.6833	-93.5835	465265	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20171105230000	http://www.southernminn.com/around_the_web/news/article_f3377aca-e3af-5cbc-a33d-ac7c9802af18.html
704155620	20171105	201711	2017	2017.8356	KAZ	KAZAKHSTAN	KAZ																		1	193	193	19	4	-10.0	20	1	20	0.591202441695205	1	Kazakhstan	KZ	KZ		48	68	KZ	0								1	Kazakhstan	KZ	KZ		48	68	KZ	20171105230000	http://ahmedabadmirror.indiatimes.com/entertainment/bollywood/randeep-hoodas-next-on-battle-of-saragarhi-to-kick-off-in-punjab-next-week-danny-denzongpa-joins-cast/articleshow/61521757.cms
704155621	20171105	201711	2017	2017.8356	KAZ	KAZAKHSTAN	KAZ								SYR	SYRIA	SYR								0	043	043	04	1	2.8	8	1	8	-2.09424083769634	4	Astana, Gorod Astana, Kazakhstan	KZ	KZ05	37174	51.1811	71.4278	-2334218	4	Idlib, Idlib, Syria	SY	SY12	26365	35.9306	36.6339	-2542538	4	Astana, Gorod Astana, Kazakhstan	KZ	KZ05	37174	51.1811	71.4278	-2334218	20171105230000	http://www.presstv.com/Detail/2017/11/05/541131/Turkey-Syria-talks-Russia
704155622	20171105	201711	2017	2017.8356	KAZ	KAZAKHSTAN	KAZ								SYR	SYRIA	SYR								0	043	043	04	1	2.8	2	1	2	-2.09424083769634	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Astana, Gorod Astana, Kazakhstan	KZ	KZ05	37174	51.1811	71.4278	-2334218	4	Astana, Gorod Astana, Kazakhstan	KZ	KZ05	37174	51.1811	71.4278	-2334218	20171105230000	http://www.presstv.com/Detail/2017/11/05/541131/Turkey-Syria-talks-Russia
704155623	20171105	201711	2017	2017.8356	KEN	KENYA	KEN								LEG	CONGRESS						LEG			1	010	010	01	1	0.0	8	1	8	-1.01010101010101	4	Uhuru, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8667	-2264044	4	Uhuru, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8667	-2264044	4	Uhuru, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8667	-2264044	20171105230000	http://www.kenyan-post.com/2017/11/uhuru-ruto-are-in-deep-trouble-as-raila_5.html
704155624	20171105	201711	2017	2017.8356	KENGOV	RAILA ODINGA	KEN					GOV			LEG	CONGRESS						LEG			1	010	010	01	1	0.0	2	1	2	-1.01010101010101	4	Uhuru, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8667	-2264044	4	Uhuru, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8667	-2264044	4	Uhuru, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8667	-2264044	20171105230000	http://www.kenyan-post.com/2017/11/uhuru-ruto-are-in-deep-trouble-as-raila_5.html
704155625	20171105	201711	2017	2017.8356	KOR	SOUTH KOREA	KOR																		0	017	017	01	1	0.0	2	1	2	-0.66555740432612	4	Yongsan, Cholla-namdo, South Korea	KS	KS16	24974	34.721	127.118	10075841	0								4	Yongsan, Cholla-namdo, South Korea	KS	KS16	24974	34.721	127.118	10075841	20171105230000	http://koreajoongangdaily.joins.com/news/article/article.aspx?aid=3040356
704155626	20171105	201711	2017	2017.8356	KOR	SOUTH KOREA	KOR																		0	141	141	14	3	-6.5	2	1	2	-0.66555740432612	4	Yongsan, Cholla-namdo, South Korea	KS	KS16	24974	34.721	127.118	10075841	0								4	Yongsan, Cholla-namdo, South Korea	KS	KS16	24974	34.721	127.118	10075841	20171105230000	http://koreajoongangdaily.joins.com/news/article/article.aspx?aid=3040356
704155627	20171105	201711	2017	2017.8356	KOR	SEOUL	KOR								GOV	PRESIDENT						GOV			1	043	043	04	1	2.8	4	1	4	-0.66555740432612	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	United States	US	US		39.828175	-98.5795	US	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171105230000	http://koreajoongangdaily.joins.com/news/article/article.aspx?aid=3040356
704155628	20171105	201711	2017	2017.8356	KOR	REPUBLIC OF KOREA	KOR								KORUAF	REPUBLIC OF KOREA	KOR					UAF			1	042	042	04	1	1.9	4	1	4	-1.32450331125828	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171105230000	https://newsinfo.inquirer.net/942662/us-supersonic-bombers-conduct-exercise-in-s-korea-region
704155629	20171105	201711	2017	2017.8356	KOR	SOUTH KOREA	KOR								KORUAF	SOUTH KOREA	KOR					UAF			1	043	043	04	1	2.8	6	1	6	-1.32450331125828	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	4	Yellow Sea, Oceans (general), Oceans	OS	OS00		36	124	-1506447	20171105230000	https://newsinfo.inquirer.net/942662/us-supersonic-bombers-conduct-exercise-in-s-korea-region
704155630	20171105	201711	2017	2017.8356	KOR	SOUTH KOREA	KOR								MED	SPOKESMAN						MED			1	042	042	04	1	1.9	1	1	1	-0.66555740432612	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171105230000	http://koreajoongangdaily.joins.com/news/article/article.aspx?aid=3040356
704155631	20171105	201711	2017	2017.8356	KORGOV	SOUTH KOREA	KOR					GOV													1	036	036	03	1	4.0	1	1	1	-0.66555740432612	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	0								1	United States	US	US		39.828175	-98.5795	US	20171105230000	http://koreajoongangdaily.joins.com/news/article/article.aspx?aid=3040356
704155632	20171105	201711	2017	2017.8356	KORGOV	SOUTH KOREA	KOR					GOV			MED	SPOKESMAN						MED			1	036	036	03	1	4.0	1	1	1	-0.66555740432612	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105230000	http://koreajoongangdaily.joins.com/news/article/article.aspx?aid=3040356
704155633	20171105	201711	2017	2017.8356	KORGOV	SOUTH KOREA	KOR					GOV			MED	SPOKESMAN						MED			1	042	042	04	1	1.9	1	1	1	-0.66555740432612	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105230000	http://koreajoongangdaily.joins.com/news/article/article.aspx?aid=3040356
704155634	20171105	201711	2017	2017.8356	KORGOV	SOUTH KOREA	KOR					GOV			USACVL	UNITED STATES	USA					CVL			1	042	042	04	1	1.9	2	1	2	-0.66555740432612	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	United States	US	US		39.828175	-98.5795	US	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171105230000	http://koreajoongangdaily.joins.com/news/article/article.aspx?aid=3040356
704155635	20171105	201711	2017	2017.8356	KORUAF	SOUTH KOREA	KOR					UAF			KOR	SOUTH KOREA	KOR								1	042	042	04	1	1.9	5	1	5	-1.32450331125828	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171105230000	https://newsinfo.inquirer.net/942662/us-supersonic-bombers-conduct-exercise-in-s-korea-region
704155636	20171105	201711	2017	2017.8356	KORUAF	SOUTH KOREA	KOR					UAF			KOR	SOUTH KOREA	KOR								1	042	042	04	1	1.9	1	1	1	-1.32450331125828	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	1	South Korea	KS	KS		37	127.5	KS	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171105230000	https://newsinfo.inquirer.net/942662/us-supersonic-bombers-conduct-exercise-in-s-korea-region
704155637	20171105	201711	2017	2017.8356	KORUAF	REPUBLIC OF KOREA	KOR					UAF			KOR	REPUBLIC OF KOREA	KOR								1	043	043	04	1	2.8	4	1	4	-1.32450331125828	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	4	Yellow Sea, Oceans (general), Oceans	OS	OS00		36	124	-1506447	20171105230000	https://newsinfo.inquirer.net/942662/us-supersonic-bombers-conduct-exercise-in-s-korea-region
704155638	20171105	201711	2017	2017.8356	LAB	EMPLOYEE						LAB													1	042	042	04	1	1.9	10	1	10	1.85185185185186	1	Spain	SP	SP		40	-4	SP	0								1	Spain	SP	SP		40	-4	SP	20171105230000	https://www.businessinsider.com.au/the-iphone-x-launched-today-and-i-waited-7-hours-to-buy-it-2017-11
704155639	20171105	201711	2017	2017.8356	LAB	WORKER						LAB													1	073	073	07	2	7.4	10	1	10	0.625	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171105230000	http://www.washingtontimes.com/news/2017/nov/5/city-worker-rescues-dog-from-burning-home-in-haysv/
704155640	20171105	201711	2017	2017.8356	LAB	EMPLOYEE						LAB													1	080	080	08	2	5.0	10	1	10	-7.9646017699115	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20171105230000	http://www.wfsb.com/story/36767546/threat-found-in-bathroom-prompts-evacuation-at-macys-logistics-center
704155641	20171105	201711	2017	2017.8356	LAB	EMPLOYEE						LAB													1	1043	104	10	3	-5.0	10	1	10	0.23419203747072	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	0								4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20171105230000	http://www.newsweek.com/zara-customers-find-notes-unpaid-employees-inside-clothing-702307
704155642	20171105	201711	2017	2017.8356	LAB	WORKER						LAB													1	1712	171	17	4	-9.2	10	1	10	0.625	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171105230000	http://www.washingtontimes.com/news/2017/nov/5/city-worker-rescues-dog-from-burning-home-in-haysv/
704155643	20171105	201711	2017	2017.8356	LAB	TRADE UNION						LAB													0	1822	182	18	4	-9.0	2	1	2	-3.86740331491713	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	0								1	Italy	IT	IT		42.833333	12.833333	IT	20171105230000	http://www.copts-united.com/English/Details.php?I=2019&A=32876
704155644	20171105	201711	2017	2017.8356	LAB	WORKER						LAB			CVL	IMMIGRANT						CVL			0	020	020	02	1	3.0	10	1	10	-2.47252747252748	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171105230000	http://drrichswier.com/2017/11/05/canada-falling-for-the-aging-population-scam-will-admit-1-million-immigrants-by-2020/
704155645	20171105	201711	2017	2017.8356	LAB	WORKER						LAB			CVL	IMMIGRANT						CVL			0	051	051	05	1	3.4	2	1	2	-2.47252747252748	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171105230000	http://drrichswier.com/2017/11/05/canada-falling-for-the-aging-population-scam-will-admit-1-million-immigrants-by-2020/
704155646	20171105	201711	2017	2017.8356	LAB	WORKER						LAB			SWZ	SWAZILAND	SWZ								1	130	130	13	3	-4.4	10	1	10	-1.61290322580645	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171105230000	http://new.observer.org.sz/details.php?id=1841
704155647	20171105	201711	2017	2017.8356	LAB	WORKER						LAB			USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	0.60422960725076	3	Palm Beach, Florida, United States	US	USFL	FL099	26.7056	-80.0364	288390	3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	20171105230000	http://www.newsweek.com/trump-gets-visas-70-foreign-workers-mar-lago-despite-hire-american-pledge-702295
704155648	20171105	201711	2017	2017.8356	LAB	WORKER						LAB			USA	KANSAS	USA								1	073	073	07	2	7.4	4	1	4	0.71428571428572	3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	20171105230000	https://www.hayspost.com/2017/11/05/city-worker-rescues-dog-from-burning-kansas-home/
704155649	20171105	201711	2017	2017.8356	LAB	WORKER						LAB			USA	KANSAS	USA								1	073	073	07	2	7.4	6	1	6	0.71428571428572	3	Sedgwick County, Kansas, United States	US	USKS	KS173	37.7167	-97.4503	485049	3	Sedgwick County, Kansas, United States	US	USKS		37.7167	-97.4503	485049	3	Sedgwick County, Kansas, United States	US	USKS		37.7167	-97.4503	485049	20171105230000	https://www.hayspost.com/2017/11/05/city-worker-rescues-dog-from-burning-kansas-home/
704155650	20171105	201711	2017	2017.8356	LAB	WORKER						LAB			USA	KANSAS	USA								1	1712	171	17	4	-9.2	10	1	10	0.71428571428572	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20171105230000	https://www.hayspost.com/2017/11/05/city-worker-rescues-dog-from-burning-kansas-home/
704155651	20171105	201711	2017	2017.8356	LBN	BEIRUT	LBN								LBNELI	LEBANESE	LBN					ELI			1	0831	083	08	2	5.0	3	1	3	-3.13725490196078	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171105230000	http://www.ynetnews.com/articles/0,7340,L-5038707,00.html
704155652	20171105	201711	2017	2017.8356	LBN	LEBANESE	LBN								LBNGOV	LEBANON	LBN					GOV			1	0831	083	08	2	5.0	6	1	6	-5.31400966183575	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	Syria	SY	SY		35	38	SY	20171105230000	http://www.worldbulletin.net/middle-east/195621/lebanese-prime-minister-hariri-resigns
704155653	20171105	201711	2017	2017.8356	LBN	BEIRUT	LBN								LBNGOV	LEBANON	LBN					GOV			1	0831	083	08	2	5.0	1	1	1	-3.13725490196078	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171105230000	http://www.ynetnews.com/articles/0,7340,L-5038707,00.html
704155654	20171105	201711	2017	2017.8356	LBN	LEBANESE	LBN								LBNMED	LEBANON	LBN					MED			1	0831	083	08	2	5.0	6	1	6	-5.31400966183575	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20171105230000	http://www.worldbulletin.net/middle-east/195621/lebanese-prime-minister-hariri-resigns
704155655	20171105	201711	2017	2017.8356	LBN	LEBANESE	LBN								SAU	SAUDI ARABIA	SAU								1	012	012	01	1	-0.4	1	1	1	-3.13725490196078	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171105230000	http://www.ynetnews.com/articles/0,7340,L-5038707,00.html
704155656	20171105	201711	2017	2017.8356	LBN	LEBANESE	LBN								SAU	SAUDI ARABIA	SAU								1	012	012	01	1	-0.4	1	1	1	-3.13725490196078	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171105230000	http://www.ynetnews.com/articles/0,7340,L-5038707,00.html
704155657	20171105	201711	2017	2017.8356	LBN	LEBANON	LBN								SAU	SAUDI	SAU								1	051	051	05	1	3.4	2	1	2	-3.13725490196078	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Hezbollah, Kerman, Iran	IR	IR29	40994	29.8628	56.8848	10496676	4	Hezbollah, Kerman, Iran	IR	IR29	40994	29.8628	56.8848	10496676	20171105230000	http://www.ynetnews.com/articles/0,7340,L-5038707,00.html
704155658	20171105	201711	2017	2017.8356	LBN	BEIRUT	LBN								SAU	SAUDI ARABIA	SAU								1	186	186	18	4	-10.0	2	1	2	-3.13725490196078	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171105230000	http://www.ynetnews.com/articles/0,7340,L-5038707,00.html
704155659	20171105	201711	2017	2017.8356	LBNGOV	LEBANESE	LBN					GOV													1	0831	083	08	2	5.0	12	1	12	-5.31400966183575	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	0								1	Syria	SY	SY		35	38	SY	20171105230000	http://www.worldbulletin.net/middle-east/195621/lebanese-prime-minister-hariri-resigns
704155660	20171105	201711	2017	2017.8356	LBNGOV	LEBANESE	LBN					GOV			LBNMED	LEBANESE	LBN					MED			1	0831	083	08	2	5.0	9	1	9	-5.31400966183575	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20171105230000	http://www.worldbulletin.net/middle-east/195621/lebanese-prime-minister-hariri-resigns
704155661	20171105	201711	2017	2017.8356	LBR	LIBERIA	LBR																		0	023	023	02	1	3.4	2	1	2	-6.0702875399361	1	Liberia	LI	LI		6.5	-9.5	LI	0								1	Liberia	LI	LI		6.5	-9.5	LI	20171105230000	http://www.itweb.co.za/index.php?option=com_content&view=article&id=166148:When-bots-go-bad
